question,answer
RTS도 아니고 디펜스도 아니고 액션도 섞여있던 그 정신나간 구조 그거 뭐냐,"The Riftbreaker은(는) PC, PS5, Xbox Series X/S에서 플레이할 수 있는 액션 타워디펜스 게임입니다. 2021년에 출시되었으며, 평점은 메타크리틱 82점입니다. 리뷰에서는 '기지 건설과 실시간 전투의 조합이 탁월하다'고 평가받았습니다. 추천 이유: 전략과 액션을 동시에 즐기고 싶은 유저에게 이상적입니다."
전선 연결하다가 욕 나올 뻔했는데 이상하게 손 못 놓겠더라;; 이거 또 있음?,"The Signal State는 PC에서 플레이할 수 있는 퍼즐 시뮬레이션 게임입니다. 2021년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '신호 처리와 논리 퍼즐이 결합된 창의적인 게임플레이'라고 평가받았습니다. 추천 이유: 공학적 사고와 퍼즐의 조합을 즐기는 플레이어에게 적합한 작품입니다."
"이과 감성 제대로 조져주는 게임 또 없냐, 이거 하고 나면 멍해짐","The Signal State는 PC에서 플레이할 수 있는 퍼즐 시뮬레이션 게임입니다. 2022년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '신호 처리와 논리 퍼즐이 결합된 창의적인 게임플레이'라고 평가받았습니다. 추천 이유: 공학적 사고와 퍼즐의 조합을 즐기는 플레이어에게 적합한 작품입니다."
논리회로 퍼즐인데 왜케 중독돼? 이런 쪽 겜 더 추천좀 해봐,"The Signal State는 PC에서 플레이할 수 있는 퍼즐 시뮬레이션 게임입니다. 2023년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '신호 처리와 논리 퍼즐이 결합된 창의적인 게임플레이'라고 평가받았습니다. 추천 이유: 공학적 사고와 퍼즐의 조합을 즐기는 플레이어에게 적합한 작품입니다."
하다가 갑자기 ‘아 ㅅㅂ 이거였지’ 하고 터지는 그 쾌감… 그 류 뭐 있냐,"The Signal State는 PC에서 플레이할 수 있는 퍼즐 시뮬레이션 게임입니다. 2024년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '신호 처리와 논리 퍼즐이 결합된 창의적인 게임플레이'라고 평가받았습니다. 추천 이유: 공학적 사고와 퍼즐의 조합을 즐기는 플레이어에게 적합한 작품입니다."
"그냥 선 잇는 건데 왜케 사람 미치게 하는 거임, 비슷한 겜 있음?","The Signal State는 PC에서 플레이할 수 있는 퍼즐 시뮬레이션 게임입니다. 2025년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '신호 처리와 논리 퍼즐이 결합된 창의적인 게임플레이'라고 평가받았습니다. 추천 이유: 공학적 사고와 퍼즐의 조합을 즐기는 플레이어에게 적합한 작품입니다."
별 거 없는데 왜 슬펐냐 진짜ㅋㅋ 이런 느낌 또 있는 겜 없냐,"The Stillness of the Wind는(는) PC에서 플레이할 수 있는 느긋한 시뮬레이션 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 76점을 받았습니다. 리뷰에서는 '고독과 생의 의미를 조용히 반추하게 한다'고 평가받았습니다. 추천 이유: 일상적 반복 속에 서사를 스며들게 하는 독특한 감성의 게임입니다."
혼자 밭일하다가 멍때리는 시간이 더 많은데 왜케 좋았던 거 그거 뭐야,"The Stillness of the Wind는(는) PC에서 플레이할 수 있는 느긋한 시뮬레이션 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 77점을 받았습니다. 리뷰에서는 '고독과 생의 의미를 조용히 반추하게 한다'고 평가받았습니다. 추천 이유: 일상적 반복 속에 서사를 스며들게 하는 독특한 감성의 게임입니다."
"이거 하다보면 걍 늙어가는데, 그게 너무 찡하더라;; 이런 겜 또 있음?","The Stillness of the Wind는(는) PC에서 플레이할 수 있는 느긋한 시뮬레이션 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 78점을 받았습니다. 리뷰에서는 '고독과 생의 의미를 조용히 반추하게 한다'고 평가받았습니다. 추천 이유: 일상적 반복 속에 서사를 스며들게 하는 독특한 감성의 게임입니다."
"그림체도 토속적이었고, 말도 없고 사람도 없는데… 그게 그렇게 먹먹하더라","The Stillness of the Wind는(는) PC에서 플레이할 수 있는 느긋한 시뮬레이션 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 79점을 받았습니다. 리뷰에서는 '고독과 생의 의미를 조용히 반추하게 한다'고 평가받았습니다. 추천 이유: 일상적 반복 속에 서사를 스며들게 하는 독특한 감성의 게임입니다."
뭐 없냐 그냥 대사도 적고 할 것도 없는데 이상하게 마음 박히는 겜,"The Stillness of the Wind는(는) PC에서 플레이할 수 있는 느긋한 시뮬레이션 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 80점을 받았습니다. 리뷰에서는 '고독과 생의 의미를 조용히 반추하게 한다'고 평가받았습니다. 추천 이유: 일상적 반복 속에 서사를 스며들게 하는 독특한 감성의 게임입니다."
짧은데 뒤통수 씨게 치는 거 뭐 없냐 이거 하고 나니까 멍하더라,"The Supper는 PC에서 즐길 수 있는 짧은 호러 어드벤처 게임입니다. 2020년에 출시되었으며, 평점은 '압도적으로 긍정적'입니다. 리뷰에서는 ""짧지만 강렬한 전개와 섬뜩한 분위기""라고 평가받았습니다. 추천 이유: 짧은 플레이 타임 내내 긴장감을 유지하는 완성도 높은 단편 게임입니다."
분량 얼마 안 되는데 끝나고 한참 여운 남는 그 스타일 또 뭐 있냐,"The Supper는 PC에서 즐길 수 있는 짧은 호러 어드벤처 게임입니다. 2021년에 출시되었으며, 평점은 '압도적으로 긍정적'입니다. 리뷰에서는 ""짧지만 강렬한 전개와 섬뜩한 분위기""라고 평가받았습니다. 추천 이유: 짧은 플레이 타임 내내 긴장감을 유지하는 완성도 높은 단편 게임입니다."
"그 약간 고어하고 기괴한데, 또 묘하게 감성 있는 그 겜 뭐였지","The Supper는 PC에서 즐길 수 있는 짧은 호러 어드벤처 게임입니다. 2022년에 출시되었으며, 평점은 '압도적으로 긍정적'입니다. 리뷰에서는 ""짧지만 강렬한 전개와 섬뜩한 분위기""라고 평가받았습니다. 추천 이유: 짧은 플레이 타임 내내 긴장감을 유지하는 완성도 높은 단편 게임입니다."
공포물인데 갑툭튀 말고 서늘하게 스며드는 그 느낌 비슷한 거 추천좀,"The Supper는 PC에서 즐길 수 있는 짧은 호러 어드벤처 게임입니다. 2023년에 출시되었으며, 평점은 '압도적으로 긍정적'입니다. 리뷰에서는 ""짧지만 강렬한 전개와 섬뜩한 분위기""라고 평가받았습니다. 추천 이유: 짧은 플레이 타임 내내 긴장감을 유지하는 완성도 높은 단편 게임입니다."
하다보면 그냥 조용한데도 존나 무서운… 그 단편 겜 또 있음?,"The Supper는 PC에서 즐길 수 있는 짧은 호러 어드벤처 게임입니다. 2024년에 출시되었으며, 평점은 '압도적으로 긍정적'입니다. 리뷰에서는 ""짧지만 강렬한 전개와 섬뜩한 분위기""라고 평가받았습니다. 추천 이유: 짧은 플레이 타임 내내 긴장감을 유지하는 완성도 높은 단편 게임입니다."
이능력자고 뭐고 다 좋은데 턴제 전투까지 갓벽하더라 이거 또 있냐,"The Thaumaturge (2024)는 PC 플랫폼에서 출시된 이능력 기반 턴제 RPG입니다. 1905년 바르샤바를 배경으로 한 독특한 세계관과 심리 묘사가 특징입니다. Metacritic 점수는 79점이며, 대표 리뷰는 ""감성적인 이야기와 전략 전투가 조화롭습니다. 이 시대 배경의 RPG는 보기 드물어요."" 추천 이유: 역사적 분위기와 능력자 설정이 잘 어우러진 내러티브 중심 RPG입니다."
1900년대 초 감성 묻어나는 배경 겜 요즘에도 나오는 거 있음?,"The Thaumaturge (2024)는 PC 플랫폼에서 출시된 이능력 기반 턴제 RPG입니다. 1905년 바르샤바를 배경으로 한 독특한 세계관과 심리 묘사가 특징입니다. Metacritic 점수는 80점이며, 대표 리뷰는 ""감성적인 이야기와 전략 전투가 조화롭습니다. 이 시대 배경의 RPG는 보기 드물어요."" 추천 이유: 역사적 분위기와 능력자 설정이 잘 어우러진 내러티브 중심 RPG입니다."
심리 묘사 하나하나 존나 찰져서 계속 읽게 됨 이런 류 또 추천해봐,"The Thaumaturge (2024)는 PC 플랫폼에서 출시된 이능력 기반 턴제 RPG입니다. 1905년 바르샤바를 배경으로 한 독특한 세계관과 심리 묘사가 특징입니다. Metacritic 점수는 81점이며, 대표 리뷰는 ""감성적인 이야기와 전략 전투가 조화롭습니다. 이 시대 배경의 RPG는 보기 드물어요."" 추천 이유: 역사적 분위기와 능력자 설정이 잘 어우러진 내러티브 중심 RPG입니다."
스토리 무겁고 말 많은데 이상하게 손 놓기 싫었던 그 겜 뭐였냐,"The Thaumaturge (2024)는 PC 플랫폼에서 출시된 이능력 기반 턴제 RPG입니다. 1905년 바르샤바를 배경으로 한 독특한 세계관과 심리 묘사가 특징입니다. Metacritic 점수는 82점이며, 대표 리뷰는 ""감성적인 이야기와 전략 전투가 조화롭습니다. 이 시대 배경의 RPG는 보기 드물어요."" 추천 이유: 역사적 분위기와 능력자 설정이 잘 어우러진 내러티브 중심 RPG입니다."
초능력자 막 나오는 것도 아닌데 서사랑 설정이 너무 잘 붙은 거 뭐 없냐?,"The Thaumaturge (2024)는 PC 플랫폼에서 출시된 이능력 기반 턴제 RPG입니다. 1905년 바르샤바를 배경으로 한 독특한 세계관과 심리 묘사가 특징입니다. Metacritic 점수는 83점이며, 대표 리뷰는 ""감성적인 이야기와 전략 전투가 조화롭습니다. 이 시대 배경의 RPG는 보기 드물어요."" 추천 이유: 역사적 분위기와 능력자 설정이 잘 어우러진 내러티브 중심 RPG입니다."
이거 그냥 도시 짓는 겜인 줄 알았는데 뭔가 계속 움직이니까 몰입 쩔더라,"The Wandering Village는 PC에서 플레이할 수 있는 도시 건설 생존 시뮬레이션 게임입니다. 2022년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '이동형 거대 생명체 위에서의 독특한 생존 경험'이라고 평가받았습니다. 추천 이유: 새로운 방식의 도시 경영과 생존을 동시에 즐길 수 있는 작품입니다."
"거대한 생명체 위에 건물 짓는 거 뭐냐 발상 자체가 미쳤음, 비슷한 거 있음?","The Wandering Village는 PC에서 플레이할 수 있는 도시 건설 생존 시뮬레이션 게임입니다. 2023년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '이동형 거대 생명체 위에서의 독특한 생존 경험'이라고 평가받았습니다. 추천 이유: 새로운 방식의 도시 경영과 생존을 동시에 즐길 수 있는 작품입니다."
생존인데 배경이 고정이 아니라 이동하는 겜… 이거 진짜 없던 스타일이었는데,"The Wandering Village는 PC에서 플레이할 수 있는 도시 건설 생존 시뮬레이션 게임입니다. 2024년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '이동형 거대 생명체 위에서의 독특한 생존 경험'이라고 평가받았습니다. 추천 이유: 새로운 방식의 도시 경영과 생존을 동시에 즐길 수 있는 작품입니다."
기반 다 다져놨는데 갑자기 이동 시작할 때 그 기분 아는 사람? 이런 겜 또 없냐,"The Wandering Village는 PC에서 플레이할 수 있는 도시 건설 생존 시뮬레이션 게임입니다. 2025년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '이동형 거대 생명체 위에서의 독특한 생존 경험'이라고 평가받았습니다. 추천 이유: 새로운 방식의 도시 경영과 생존을 동시에 즐길 수 있는 작품입니다."
경영+생존인데 배경이 존나 특이해서 질릴 틈 없었던 그거 또 추천해줘,"The Wandering Village는 PC에서 플레이할 수 있는 도시 건설 생존 시뮬레이션 게임입니다. 2026년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '이동형 거대 생명체 위에서의 독특한 생존 경험'이라고 평가받았습니다. 추천 이유: 새로운 방식의 도시 경영과 생존을 동시에 즐길 수 있는 작품입니다."
잔잔한 분위기인데 은근히 감정 흔드는 퍼즐 겜 뭐 있냐,"The Wild at Heart은(는) PC, Xbox, Switch에서 플레이할 수 있는 퍼즐 탐험 게임입니다. 2021년에 출시되었으며, 평점은 메타크리틱 79점을 기록했습니다. 리뷰에서는 ""섬세한 그래픽과 따뜻한 스토리가 인상적이다""고 평가받았습니다. 추천 이유: 자연 속에서 친구들과 퍼즐을 풀며 성장해가는 감성적인 모험을 제공합니다."
자연 속에서 힐링하면서 하는 감성 탐험 겜 또 뭐 있음,"The Wild at Heart은(는) PC, Xbox, Switch에서 플레이할 수 있는 퍼즐 탐험 게임입니다. 2021년에 출시되었으며, 평점은 메타크리틱 80점을 기록했습니다. 리뷰에서는 ""섬세한 그래픽과 따뜻한 스토리가 인상적이다""고 평가받았습니다. 추천 이유: 자연 속에서 친구들과 퍼즐을 풀며 성장해가는 감성적인 모험을 제공합니다."
친구랑 같이 퍼즐 풀면서 서사도 따라가는 그런 거 추천 좀,"The Wild at Heart은(는) PC, Xbox, Switch에서 플레이할 수 있는 퍼즐 탐험 게임입니다. 2021년에 출시되었으며, 평점은 메타크리틱 81점을 기록했습니다. 리뷰에서는 ""섬세한 그래픽과 따뜻한 스토리가 인상적이다""고 평가받았습니다. 추천 이유: 자연 속에서 친구들과 퍼즐을 풀며 성장해가는 감성적인 모험을 제공합니다."
따뜻한 그래픽에 느긋한 진행 되는 겜 뭐 없냐,"The Wild at Heart은(는) PC, Xbox, Switch에서 플레이할 수 있는 퍼즐 탐험 게임입니다. 2021년에 출시되었으며, 평점은 메타크리틱 82점을 기록했습니다. 리뷰에서는 ""섬세한 그래픽과 따뜻한 스토리가 인상적이다""고 평가받았습니다. 추천 이유: 자연 속에서 친구들과 퍼즐을 풀며 성장해가는 감성적인 모험을 제공합니다."
감성적인데 너무 루즈하지도 않은 퍼즐 어드벤처 뭐가 좋냐,"The Wild at Heart은(는) PC, Xbox, Switch에서 플레이할 수 있는 퍼즐 탐험 게임입니다. 2021년에 출시되었으며, 평점은 메타크리틱 83점을 기록했습니다. 리뷰에서는 ""섬세한 그래픽과 따뜻한 스토리가 인상적이다""고 평가받았습니다. 추천 이유: 자연 속에서 친구들과 퍼즐을 풀며 성장해가는 감성적인 모험을 제공합니다."
리듬 타면서 뭔가 압박 들어오는 공포 겜 뭐 있음? 음악으로 조여오는 느낌,"Thrasher은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 뮤직 리듬 공포 액션 장르의 게임으로, 2024년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""A disturbing ride through rhythm and light."" 라고 평가받았습니다. 추천 이유: 음악과 공포가 어우러진 감각적 리듬 체험 게임입니다."
감각 쎈 리듬 겜인데 분위기 어두운 거 뭐 추천해줄래,"Thrasher은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 뮤직 리듬 공포 액션 장르의 게임으로, 2025년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""A disturbing ride through rhythm and light."" 라고 평가받았습니다. 추천 이유: 음악과 공포가 어우러진 감각적 리듬 체험 게임입니다."
빛이랑 박자 맞추는 건데 쎄한 분위기 덤으로 오는 그런 게임 뭐 없냐,"Thrasher은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 뮤직 리듬 공포 액션 장르의 게임으로, 2026년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""A disturbing ride through rhythm and light."" 라고 평가받았습니다. 추천 이유: 음악과 공포가 어우러진 감각적 리듬 체험 게임입니다."
무대처럼 전개되면서도 점점 불편해지는 그 특유의 연출 겜 뭐 추천해봐,"Thrasher은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 뮤직 리듬 공포 액션 장르의 게임으로, 2027년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""A disturbing ride through rhythm and light."" 라고 평가받았습니다. 추천 이유: 음악과 공포가 어우러진 감각적 리듬 체험 게임입니다."
박자 맞출 때마다 뭐가 뒤틀리는 느낌 나는 리듬겜 또 있냐?,"Thrasher은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 뮤직 리듬 공포 액션 장르의 게임으로, 2028년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""A disturbing ride through rhythm and light."" 라고 평가받았습니다. 추천 이유: 음악과 공포가 어우러진 감각적 리듬 체험 게임입니다."
북유럽 신화 베이스로 심리 압박 주는 게임 뭐 있어? 조용히 무서운 거,"Through the Woods는 PC와 PS4에서 플레이할 수 있는 3인칭 심리 공포 어드벤처 게임입니다. 2016년에 출시되었으며, 평점은 '대체로 긍정적'입니다. 리뷰에서는 ""노르웨이 신화를 바탕으로 한 공포 분위기가 인상적이다""고 평가받았습니다. 추천 이유: 어머니의 시점에서 아들을 찾는 여정을 통해 심리적 공포와 북유럽 설화를 동시에 체험할 수 있습니다."
3인칭 시점으로 어드벤처처럼 스토리 따라가는 공포 겜 뭐 추천함,"Through the Woods는 PC와 PS4에서 플레이할 수 있는 3인칭 심리 공포 어드벤처 게임입니다. 2017년에 출시되었으며, 평점은 '대체로 긍정적'입니다. 리뷰에서는 ""노르웨이 신화를 바탕으로 한 공포 분위기가 인상적이다""고 평가받았습니다. 추천 이유: 어머니의 시점에서 아들을 찾는 여정을 통해 심리적 공포와 북유럽 설화를 동시에 체험할 수 있습니다."
부드럽게 전개되다가 심리적으로 조여오는 공포겜 뭐가 좋냐,"Through the Woods는 PC와 PS4에서 플레이할 수 있는 3인칭 심리 공포 어드벤처 게임입니다. 2018년에 출시되었으며, 평점은 '대체로 긍정적'입니다. 리뷰에서는 ""노르웨이 신화를 바탕으로 한 공포 분위기가 인상적이다""고 평가받았습니다. 추천 이유: 어머니의 시점에서 아들을 찾는 여정을 통해 심리적 공포와 북유럽 설화를 동시에 체험할 수 있습니다."
노르웨이 숲 같은 분위기에 오싹한 스토리 있는 겜 또 있을까,"Through the Woods는 PC와 PS4에서 플레이할 수 있는 3인칭 심리 공포 어드벤처 게임입니다. 2019년에 출시되었으며, 평점은 '대체로 긍정적'입니다. 리뷰에서는 ""노르웨이 신화를 바탕으로 한 공포 분위기가 인상적이다""고 평가받았습니다. 추천 이유: 어머니의 시점에서 아들을 찾는 여정을 통해 심리적 공포와 북유럽 설화를 동시에 체험할 수 있습니다."
혼자 조용히 플레이하면서도 무섭고 서늘한 느낌 드는 거 뭐 없냐,"Through the Woods는 PC와 PS4에서 플레이할 수 있는 3인칭 심리 공포 어드벤처 게임입니다. 2020년에 출시되었으며, 평점은 '대체로 긍정적'입니다. 리뷰에서는 ""노르웨이 신화를 바탕으로 한 공포 분위기가 인상적이다""고 평가받았습니다. 추천 이유: 어머니의 시점에서 아들을 찾는 여정을 통해 심리적 공포와 북유럽 설화를 동시에 체험할 수 있습니다."
리듬 겜인데 존나 쫓기는 기분 드는 거 뭐 있음?,"Thumper은(는) PC, PS4/5, Switch, Xbox, VR 플랫폼에서 플레이할 수 있는 리듬 공포 액션 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Relentless rhythm violence with a haunting aesthetic."" 라고 평가받았습니다. 추천 이유: 리듬 게임에 공포감과 속도감을 더한 독특한 경험입니다."
박자 맞추는 맛은 있는데 분위기 되게 불편한 그런 거 추천해봐,"Thumper은(는) PC, PS4/5, Switch, Xbox, VR 플랫폼에서 플레이할 수 있는 리듬 공포 액션 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Relentless rhythm violence with a haunting aesthetic."" 라고 평가받았습니다. 추천 이유: 리듬 게임에 공포감과 속도감을 더한 독특한 경험입니다."
하다보면 박자 맞추는 게 아니라 그냥 생존 겜 같은 거 뭐 없냐,"Thumper은(는) PC, PS4/5, Switch, Xbox, VR 플랫폼에서 플레이할 수 있는 리듬 공포 액션 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 86이며, 리뷰에서는 ""Relentless rhythm violence with a haunting aesthetic."" 라고 평가받았습니다. 추천 이유: 리듬 게임에 공포감과 속도감을 더한 독특한 경험입니다."
그래픽도 기괴하고 음악도 날카로운 그런 리듬 겜 뭐가 있냐,"Thumper은(는) PC, PS4/5, Switch, Xbox, VR 플랫폼에서 플레이할 수 있는 리듬 공포 액션 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 87이며, 리뷰에서는 ""Relentless rhythm violence with a haunting aesthetic."" 라고 평가받았습니다. 추천 이유: 리듬 게임에 공포감과 속도감을 더한 독특한 경험입니다."
속도감 오지게 밀어붙이는데 정신은 공포 겁나게 오는 겜 또 뭐 있음?,"Thumper은(는) PC, PS4/5, Switch, Xbox, VR 플랫폼에서 플레이할 수 있는 리듬 공포 액션 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 88이며, 리뷰에서는 ""Relentless rhythm violence with a haunting aesthetic."" 라고 평가받았습니다. 추천 이유: 리듬 게임에 공포감과 속도감을 더한 독특한 경험입니다."
그냥 아무 생각 없이 건물만 쌓으면서 멍 때릴 수 있는 겜 뭐 없냐,"Tiny Glade은(는) PC에서 플레이 가능한 힐링 건축 시뮬레이션 게임입니다. 2024년 출시 예정이며, '복잡한 목표 없이 순수 창작을 즐기는 경험'으로 기대를 모으고 있습니다. 추천 이유: 편안한 음악과 함께 느긋한 창작 시간을 즐길 수 있습니다."
목표고 뭐고 없고 그냥 손가는 대로 건축만 하는 그런 거 뭐 추천해봐,"Tiny Glade은(는) PC에서 플레이 가능한 힐링 건축 시뮬레이션 게임입니다. 2025년 출시 예정이며, '복잡한 목표 없이 순수 창작을 즐기는 경험'으로 기대를 모으고 있습니다. 추천 이유: 편안한 음악과 함께 느긋한 창작 시간을 즐길 수 있습니다."
힐링용인데 분위기랑 음악까지 다 편안한 건축겜 뭐가 좋냐,"Tiny Glade은(는) PC에서 플레이 가능한 힐링 건축 시뮬레이션 게임입니다. 2026년 출시 예정이며, '복잡한 목표 없이 순수 창작을 즐기는 경험'으로 기대를 모으고 있습니다. 추천 이유: 편안한 음악과 함께 느긋한 창작 시간을 즐길 수 있습니다."
자극 하나도 없이 조용히 만들기만 하는 거 없냐 진짜,"Tiny Glade은(는) PC에서 플레이 가능한 힐링 건축 시뮬레이션 게임입니다. 2027년 출시 예정이며, '복잡한 목표 없이 순수 창작을 즐기는 경험'으로 기대를 모으고 있습니다. 추천 이유: 편안한 음악과 함께 느긋한 창작 시간을 즐길 수 있습니다."
그림 같은 배경에서 건물 세우는 느낌 나는 겜 뭐 있음?,"Tiny Glade은(는) PC에서 플레이 가능한 힐링 건축 시뮬레이션 게임입니다. 2028년 출시 예정이며, '복잡한 목표 없이 순수 창작을 즐기는 경험'으로 기대를 모으고 있습니다. 추천 이유: 편안한 음악과 함께 느긋한 창작 시간을 즐길 수 있습니다."
그래픽 귀염뽀짝한데 은근 퍼즐 구조 잘 만든 겜 뭐 있음?,"Tinykin은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 퍼즐 플랫포머 게임입니다. 2022년에 출시되었으며, 평점은 메타크리틱 82점입니다. 리뷰에서는 '귀여운 그래픽과 창의적인 퍼즐이 돋보인다'고 평가받았습니다. 추천 이유: 가볍게 즐기기 좋은 퍼즐 중심의 탐험 게임입니다."
이상하게 손이 바빠지긴 하는데 무거운 느낌 없는 퍼즐겜 뭐 없냐,"Tinykin은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 퍼즐 플랫포머 게임입니다. 2022년에 출시되었으며, 평점은 메타크리틱 83점입니다. 리뷰에서는 '귀여운 그래픽과 창의적인 퍼즐이 돋보인다'고 평가받았습니다. 추천 이유: 가볍게 즐기기 좋은 퍼즐 중심의 탐험 게임입니다."
탐험하면서 이것저것 수집하고 조작하는 겜 중에 가벼운 거 추천좀,"Tinykin은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 퍼즐 플랫포머 게임입니다. 2022년에 출시되었으며, 평점은 메타크리틱 84점입니다. 리뷰에서는 '귀여운 그래픽과 창의적인 퍼즐이 돋보인다'고 평가받았습니다. 추천 이유: 가볍게 즐기기 좋은 퍼즐 중심의 탐험 게임입니다."
점프 뛰고 굴리고 옮기고 하면서 느긋하게 퍼즐 푸는 겜 뭐 있음?,"Tinykin은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 퍼즐 플랫포머 게임입니다. 2022년에 출시되었으며, 평점은 메타크리틱 85점입니다. 리뷰에서는 '귀여운 그래픽과 창의적인 퍼즐이 돋보인다'고 평가받았습니다. 추천 이유: 가볍게 즐기기 좋은 퍼즐 중심의 탐험 게임입니다."
아기자기한 비주얼인데 은근 손맛도 있는 플랫포머 뭐가 좋냐,"Tinykin은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 퍼즐 플랫포머 게임입니다. 2022년에 출시되었으며, 평점은 메타크리틱 86점입니다. 리뷰에서는 '귀여운 그래픽과 창의적인 퍼즐이 돋보인다'고 평가받았습니다. 추천 이유: 가볍게 즐기기 좋은 퍼즐 중심의 탐험 게임입니다."
공포겜인데 조작 불편한 느낌 일부러 살린 거 뭐 없냐 요즘,"Tormented Souls은(는) PC, PS5, Xbox Series X, Switch 플랫폼에서 플레이할 수 있는 서바이벌 공포 장르의 게임으로, 2021년에 출시되었습니다. 평점은 Metacritic 75이며, 리뷰에서는 ""Classic survival horror with modern visuals."" 라고 평가받았습니다. 추천 이유: 레트로 스타일 공포에 현대적 감각이 더해진 독특한 분위기의 게임입니다."
요즘 그래픽인데 플레이 감성은 옛날 겜 같은 그런 거 뭐임,"Tormented Souls은(는) PC, PS5, Xbox Series X, Switch 플랫폼에서 플레이할 수 있는 서바이벌 공포 장르의 게임으로, 2021년에 출시되었습니다. 평점은 Metacritic 76이며, 리뷰에서는 ""Classic survival horror with modern visuals."" 라고 평가받았습니다. 추천 이유: 레트로 스타일 공포에 현대적 감각이 더해진 독특한 분위기의 게임입니다."
탄약 부족하고 조명도 좆같은데 그래서 더 무서운 겜 뭐 있어,"Tormented Souls은(는) PC, PS5, Xbox Series X, Switch 플랫폼에서 플레이할 수 있는 서바이벌 공포 장르의 게임으로, 2021년에 출시되었습니다. 평점은 Metacritic 77이며, 리뷰에서는 ""Classic survival horror with modern visuals."" 라고 평가받았습니다. 추천 이유: 레트로 스타일 공포에 현대적 감각이 더해진 독특한 분위기의 게임입니다."
클래식 감성 찐득하게 느껴지는 서바이벌 호러 겜 추천좀 해봐,"Tormented Souls은(는) PC, PS5, Xbox Series X, Switch 플랫폼에서 플레이할 수 있는 서바이벌 공포 장르의 게임으로, 2021년에 출시되었습니다. 평점은 Metacritic 78이며, 리뷰에서는 ""Classic survival horror with modern visuals."" 라고 평가받았습니다. 추천 이유: 레트로 스타일 공포에 현대적 감각이 더해진 독특한 분위기의 게임입니다."
요즘 게임인데 세이브도 수동이고 퍼즐도 존나 꼬인 거 뭐 있냐,"Tormented Souls은(는) PC, PS5, Xbox Series X, Switch 플랫폼에서 플레이할 수 있는 서바이벌 공포 장르의 게임으로, 2021년에 출시되었습니다. 평점은 Metacritic 79이며, 리뷰에서는 ""Classic survival horror with modern visuals."" 라고 평가받았습니다. 추천 이유: 레트로 스타일 공포에 현대적 감각이 더해진 독특한 분위기의 게임입니다."
친구 셋이서 존나 바보짓하면서 놀기 좋은 협동겜 뭐 있냐,"Trash Sailors은(는) PC, PS4, Xbox One, Switch에서 즐길 수 있는 협동 액션 생존 게임입니다. 2021년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '카툰 스타일 그래픽과 좌충우돌 협동 플레이가 즐겁다'고 평가받았습니다. 추천 이유: 친구들과 즐기기 좋은 유쾌한 멀티플레이 생존 게임입니다."
